date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:38:10	25060/25060	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Nov%202023%2012:47:09%20GMT	https://www.albahartrading.com/assets/images/shapes/shape-01.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/shapes/shape-01.png	(from https://www.albahartrading.com/)
00:38:10	148952/148952	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Nov%202023%2012:46:54%20GMT	https://www.albahartrading.com/assets/images/resource/welcome.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/welcome.png	(from https://www.albahartrading.com/)
00:38:10	6082/6082	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Nov%202023%2013:40:11%20GMT	https://www.albahartrading.com/albahar-admin/uploads/construction-materialsup.jpeg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/construction-materialsup.jpg	(from https://www.albahartrading.com/)
00:38:10	72041/72041	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:10%20GMT	https://www.albahartrading.com/building-products.php?id=5	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-productsd61c.html	(from https://www.albahartrading.com/)
00:38:11	285162/285162	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Nov%202023%2013:43:56%20GMT	https://www.albahartrading.com/albahar-admin/uploads/power-toolsup.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/power-toolsup.jpg	(from https://www.albahartrading.com/)
00:38:11	49765/49765	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:10%20GMT	https://www.albahartrading.com/building-products.php?id=7	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-products8803.html	(from https://www.albahartrading.com/)
00:38:11	60358/60358	---M--	200	added ('OK')	image/webp	date:Wed,%2001%20Nov%202023%2013:42:06%20GMT	https://www.albahartrading.com/albahar-admin/uploads/electricalsup.webp	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/electricalsup.webp	(from https://www.albahartrading.com/)
00:38:11	50547/50547	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:11%20GMT	https://www.albahartrading.com/building-products.php?id=8	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-productsc3c9.html	(from https://www.albahartrading.com/)
00:38:12	10936/10936	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Nov%202023%2013:43:38%20GMT	https://www.albahartrading.com/albahar-admin/uploads/paintsup.jpeg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/paintsup.jpg	(from https://www.albahartrading.com/)
00:38:12	49617/49617	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:11%20GMT	https://www.albahartrading.com/building-products.php?id=9	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-products5255.html	(from https://www.albahartrading.com/)
00:38:12	117712/117712	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Nov%202023%2010:56:55%20GMT	https://www.albahartrading.com/albahar-admin/uploads/lightingup.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/lightingup.png	(from https://www.albahartrading.com/)
00:38:12	49601/49601	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:12%20GMT	https://www.albahartrading.com/building-products.php?id=10	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-productsf41b.html	(from https://www.albahartrading.com/)
00:38:13	44546/44546	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Nov%202023%2011:10:03%20GMT	https://www.albahartrading.com/albahar-admin/uploads/sanitarywareup.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/sanitarywareup.jpg	(from https://www.albahartrading.com/)
00:38:13	49645/49645	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:12%20GMT	https://www.albahartrading.com/building-products.php?id=11	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-products0055.html	(from https://www.albahartrading.com/)
00:38:13	71357/71357	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Nov%202023%2011:12:23%20GMT	https://www.albahartrading.com/albahar-admin/uploads/plumbingup.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/plumbingup.png	(from https://www.albahartrading.com/)
00:38:13	49613/49613	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:13%20GMT	https://www.albahartrading.com/building-products.php?id=12	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-products4ef9.html	(from https://www.albahartrading.com/)
00:38:14	114272/114272	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Nov%202023%2011:14:01%20GMT	https://www.albahartrading.com/albahar-admin/uploads/ac-refrigerationup.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/ac-refrigerationup.jpg	(from https://www.albahartrading.com/)
00:38:14	49651/49651	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:13%20GMT	https://www.albahartrading.com/building-products.php?id=15	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-products7429.html	(from https://www.albahartrading.com/)
00:38:14	201962/201962	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Nov%202023%2011:15:25%20GMT	https://www.albahartrading.com/albahar-admin/uploads/hand-toolsup.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/hand-toolsup.jpg	(from https://www.albahartrading.com/)
00:38:14	49675/49675	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:14%20GMT	https://www.albahartrading.com/building-products.php?id=16	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-products2728.html	(from https://www.albahartrading.com/)
00:38:15	69758/69758	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Nov%202023%2011:19:49%20GMT	https://www.albahartrading.com/albahar-admin/uploads/carpentryup.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/carpentryup.jpg	(from https://www.albahartrading.com/)
00:38:15	54855/54855	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:14%20GMT	https://www.albahartrading.com/building-products.php?id=18	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-productse371.html	(from https://www.albahartrading.com/)
00:38:15	89477/89477	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Nov%202023%2011:22:30%20GMT	https://www.albahartrading.com/albahar-admin/uploads/hydraulicsup.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/hydraulicsup.jpg	(from https://www.albahartrading.com/)
00:38:15	47888/47888	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:15%20GMT	https://www.albahartrading.com/building-products.php?id=19	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-productsa9bc.html	(from https://www.albahartrading.com/)
00:38:16	95791/95791	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Nov%202023%2011:24:13%20GMT	https://www.albahartrading.com/albahar-admin/uploads/fire-safetyup.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/fire-safetyup.jpg	(from https://www.albahartrading.com/)
00:38:16	47895/47895	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:16%20GMT	https://www.albahartrading.com/building-products.php?id=20	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-productse5cc.html	(from https://www.albahartrading.com/)
00:38:16	67380/67380	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Nov%202023%2013:39:17%20GMT	https://www.albahartrading.com/albahar-admin/uploads/adhesives-silicon.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/albahar-admin/uploads/adhesives-silicon.jpg	(from https://www.albahartrading.com/)
00:38:17	30381/30381	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:16%20GMT	https://www.albahartrading.com/building-products.php?id=21	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/building-products6258.html	(from https://www.albahartrading.com/)
00:38:17	18810/18810	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Nov%202023%2012:47:10%20GMT	https://www.albahartrading.com/assets/images/shapes/shape-02.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/shapes/shape-02.png	(from https://www.albahartrading.com/)
00:38:17	268283/268283	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Nov%202023%2012:46:39%20GMT	https://www.albahartrading.com/assets/images/resource/tab-01.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/tab-01.png	(from https://www.albahartrading.com/)
00:38:18	171107/171107	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Nov%202023%2012:46:41%20GMT	https://www.albahartrading.com/assets/images/resource/tab-02.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/tab-02.png	(from https://www.albahartrading.com/)
00:38:18	140931/140931	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Nov%202023%2012:46:42%20GMT	https://www.albahartrading.com/assets/images/resource/tab-03.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/tab-03.png	(from https://www.albahartrading.com/)
00:38:19	54421/54421	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Nov%202023%2012:46:09%20GMT	https://www.albahartrading.com/assets/images/resource/architecture-02.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/architecture-02.jpg	(from https://www.albahartrading.com/)
00:38:19	55347/55347	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Nov%202023%2012:46:09%20GMT	https://www.albahartrading.com/assets/images/resource/architecture-01.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/architecture-01.jpg	(from https://www.albahartrading.com/)
00:38:19	65769/65769	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Nov%202023%2012:46:11%20GMT	https://www.albahartrading.com/assets/images/resource/architecture-03.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/architecture-03.jpg	(from https://www.albahartrading.com/)
00:38:19	54016/54016	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Nov%202023%2012:46:11%20GMT	https://www.albahartrading.com/assets/images/resource/architecture-04.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/architecture-04.jpg	(from https://www.albahartrading.com/)
00:38:20	93259/93259	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Nov%202023%2012:46:23%20GMT	https://www.albahartrading.com/assets/images/resource/funfact-bg.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/funfact-bg.png	(from https://www.albahartrading.com/)
00:38:20	8329/8329	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Nov%202023%2012:46:50%20GMT	https://www.albahartrading.com/assets/images/resource/testiminal-01.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/testiminal-01.png	(from https://www.albahartrading.com/)
00:38:20	4630/4630	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Nov%202023%2012:46:51%20GMT	https://www.albahartrading.com/assets/images/resource/testiminal-02.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/testiminal-02.png	(from https://www.albahartrading.com/)
00:38:20	4925/4925	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Nov%202023%2012:46:51%20GMT	https://www.albahartrading.com/assets/images/resource/testiminal-03.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/testiminal-03.png	(from https://www.albahartrading.com/)
00:38:21	97163/97163	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2012:45:08%20GMT	https://www.albahartrading.com/assets/js/jquery.js	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/js/jquery.js	(from https://www.albahartrading.com/)
00:38:21	345963/345963	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Nov%202023%2012:46:32%20GMT	https://www.albahartrading.com/assets/images/resource/map-image.jpg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/resource/map-image.jpg	(from https://www.albahartrading.com/)
00:38:21	60089/60089	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2012:45:06%20GMT	https://www.albahartrading.com/assets/js/bootstrap.min.js	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/js/bootstrap.min.js	(from https://www.albahartrading.com/)
00:38:21	42629/42629	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2012:45:09%20GMT	https://www.albahartrading.com/assets/js/owl.js	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/js/owl.js	(from https://www.albahartrading.com/)
00:38:22	6299/6299	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2012:45:12%20GMT	https://www.albahartrading.com/assets/js/wow.js	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/js/wow.js	(from https://www.albahartrading.com/)
00:38:22	40547/40547	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2012:45:12%20GMT	https://www.albahartrading.com/assets/js/scrollbar.js	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/js/scrollbar.js	(from https://www.albahartrading.com/)
00:38:22	17314/17314	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2012:45:10%20GMT	https://www.albahartrading.com/assets/js/parallax.min.js	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/js/parallax.min.js	(from https://www.albahartrading.com/)
00:38:22	1272/1272	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2012:45:06%20GMT	https://www.albahartrading.com/assets/js/appear.js	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/js/appear.js	(from https://www.albahartrading.com/)
00:38:23	59345/59345	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2012:45:08%20GMT	https://www.albahartrading.com/assets/js/jquery.fancybox.js	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/js/jquery.fancybox.js	(from https://www.albahartrading.com/)
00:38:23	20136/20136	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2012:45:11%20GMT	https://www.albahartrading.com/assets/js/script.js	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/js/script.js	(from https://www.albahartrading.com/)
00:38:23	52768/52768	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Nov%202023%2012:44:43%20GMT	https://www.albahartrading.com/assets/fonts/icomoon.eot	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/fonts/icomoon.eot	(from https://www.albahartrading.com/assets/css/flaticon.css)
00:38:24	52604/52604	---M--	200	added ('OK')	font/ttf	date:Wed,%2001%20Nov%202023%2012:44:45%20GMT	https://www.albahartrading.com/assets/fonts/icomoon.ttf	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/fonts/icomoon.ttf	(from https://www.albahartrading.com/assets/css/flaticon.css)
00:38:24	52680/52680	---M--	200	added ('OK')	font/woff	date:Wed,%2001%20Nov%202023%2012:44:46%20GMT	https://www.albahartrading.com/assets/fonts/icomoon.woff	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/fonts/icomoon.woff	(from https://www.albahartrading.com/assets/css/flaticon.css)
00:38:24	210153/210153	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Nov%202023%2012:44:44%20GMT	https://www.albahartrading.com/assets/fonts/icomoon.svg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/fonts/icomoon.svg	(from https://www.albahartrading.com/assets/css/flaticon.css)
00:38:24	79478/79478	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:24%20GMT	https://www.albahartrading.com/assets/css/owl.video.play.png	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/css/owl.video.play.html	(from https://www.albahartrading.com/assets/css/owl.css)
00:38:25	79478/79478	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2019:08:24%20GMT	https://www.albahartrading.com/assets/images/icons/title-icon.svg	C:/Users/lenovo/OneDrive/Desktop/aaaaaaaaaaaaaaaaa/albhaa/www.albahartrading.com/assets/images/icons/title-icon.html	(from https://www.albahartrading.com/assets/css/global.css)
